"","date","totalcatch_kg","length_cm","n","samplewt_g","month","year","source","fishingseason","species","division","Source_nameAn"
"1307","2018-08-13",0,21.5,4,5009,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1308","2018-08-08",0,18.5,2,5334,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1309","2018-08-08",0,19,9,5334,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1310","2018-08-08",0,19.5,16,5334,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1311","2018-08-08",0,20,11,5334,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1312","2018-08-08",0,20.5,12,5334,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1313","2018-08-08",0,21,3,5334,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1314","2018-08-08",0,21.5,5,5334,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1315","2018-08-08",0,22,1,5334,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1316","2018-08-08",0,22.5,1,5334,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1317","2018-08-09",0,18,4,5458,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1318","2018-08-09",0,18.5,4,5458,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1319","2018-08-09",0,19,5,5458,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1320","2018-08-09",0,19.5,12,5458,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1321","2018-08-09",0,20,10,5458,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1322","2018-08-09",0,20.5,15,5458,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1323","2018-08-09",0,21,6,5458,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1324","2018-08-09",0,21.5,3,5458,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1325","2018-08-09",0,22.5,1,5458,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1326","2018-08-23",0,17,4,4060,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1327","2018-08-23",0,17.5,6,4060,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1328","2018-08-23",0,18,12,4060,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1329","2018-08-23",0,18.5,14,4060,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1330","2018-08-23",0,19,7,4060,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1331","2018-08-23",0,19.5,8,4060,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1332","2018-08-23",0,20,5,4060,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1333","2018-08-23",0,20.5,3,4060,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1334","2018-08-23",0,21,1,4060,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1335","2018-08-26",0,16.5,1,4440,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1336","2018-08-26",0,17,1,4440,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1337","2018-08-26",0,17.5,5,4440,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1338","2018-08-26",0,18,4,4440,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1339","2018-08-26",0,18.5,10,4440,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1340","2018-08-26",0,19,8,4440,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1341","2018-08-26",0,19.5,19,4440,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1342","2018-08-26",0,20,5,4440,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1343","2018-08-26",0,20.5,5,4440,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1344","2018-08-26",0,21.5,1,4440,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1345","2018-08-26",0,22.5,1,4440,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1346","2018-08-13",0,16.5,3,8175,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1347","2018-08-13",0,17,7,8175,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1348","2018-08-13",0,17.5,18,8175,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1349","2018-08-13",0,18,18,8175,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1350","2018-08-13",0,18.5,19,8175,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1351","2018-08-13",0,19,8,8175,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1352","2018-08-13",0,19.5,15,8175,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1353","2018-08-13",0,20,11,8175,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1354","2018-08-13",0,20.5,8,8175,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1355","2018-08-13",0,21,7,8175,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1356","2018-08-13",0,21.5,5,8175,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1357","2018-08-13",0,22.5,1,8175,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1358","2018-08-17",0,17.5,5,3426,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1359","2018-08-17",0,18,13,3426,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1360","2018-08-17",0,18.5,10,3426,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1361","2018-08-17",0,19,16,3426,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1362","2018-08-17",0,19.5,9,3426,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1363","2018-08-17",0,20,5,3426,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1364","2018-08-17",0,21,2,3426,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1365","2018-08-13",0,16.5,3,3814,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1366","2018-08-13",0,17,13,3814,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1367","2018-08-13",0,17.5,11,3814,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1368","2018-08-13",0,18,12,3814,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1369","2018-08-13",0,18.5,6,3814,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1370","2018-08-13",0,19,4,3814,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1371","2018-08-13",0,19.5,7,3814,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1372","2018-08-13",0,20,1,3814,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1373","2018-08-13",0,20.5,2,3814,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1374","2018-08-13",0,21.5,1,3814,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1375","2018-08-07",0,16.5,1,4009,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1376","2018-08-07",0,17,9,4009,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1377","2018-08-07",0,17.5,8,4009,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1378","2018-08-07",0,18,10,4009,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1379","2018-08-07",0,18.5,14,4009,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1380","2018-08-07",0,19,4,4009,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1381","2018-08-07",0,19.5,5,4009,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1382","2018-08-07",0,20,7,4009,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1383","2018-08-07",0,20.5,1,4009,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1384","2018-08-07",0,22,1,4009,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1385","2018-08-15",0,16,2,4544,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1386","2018-08-15",0,17,1,4544,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1387","2018-08-15",0,17.5,5,4544,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1388","2018-08-15",0,18,7,4544,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1389","2018-08-15",0,18.5,3,4544,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1390","2018-08-15",0,19,12,4544,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1391","2018-08-15",0,19.5,9,4544,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1392","2018-08-15",0,20,7,4544,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1393","2018-08-15",0,20.5,6,4544,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1394","2018-08-15",0,21,5,4544,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1395","2018-08-15",0,21.5,2,4544,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1396","2018-08-15",0,22,1,4544,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1397","2018-08-31",0,16.5,2,4711,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1398","2018-08-31",0,17.5,1,4711,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1399","2018-08-31",0,18,5,4711,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1400","2018-08-31",0,18.5,4,4711,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1401","2018-08-31",0,19,11,4711,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1402","2018-08-31",0,19.5,9,4711,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1403","2018-08-31",0,20,8,4711,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1404","2018-08-31",0,20.5,11,4711,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1405","2018-08-31",0,21,6,4711,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1406","2018-08-31",0,21.5,2,4711,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1407","2018-08-31",0,22,1,4711,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1408","2018-08-22",0,16,1,3665,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1409","2018-08-22",0,16.5,2,3665,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1410","2018-08-22",0,17,11,3665,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1411","2018-08-22",0,17.5,5,3665,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1412","2018-08-22",0,18,21,3665,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1413","2018-08-22",0,18.5,5,3665,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1414","2018-08-22",0,19,4,3665,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1415","2018-08-22",0,19.5,6,3665,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1416","2018-08-22",0,20,5,3665,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1417","2018-08-13",0,17,5,4121,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1418","2018-08-13",0,17.5,7,4121,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1419","2018-08-13",0,18,14,4121,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1420","2018-08-13",0,18.5,7,4121,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1421","2018-08-13",0,19,9,4121,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1422","2018-08-13",0,19.5,9,4121,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1423","2018-08-13",0,20,2,4121,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1424","2018-08-13",0,20.5,6,4121,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1425","2018-08-13",0,21.5,1,4121,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1426","2018-08-16",0,18,1,5301,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1427","2018-08-16",0,19,4,5301,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1428","2018-08-16",0,19.5,10,5301,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1429","2018-08-16",0,20,15,5301,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1430","2018-08-16",0,20.5,7,5301,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1431","2018-08-16",0,21,15,5301,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1432","2018-08-16",0,21.5,7,5301,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1433","2018-08-16",0,22.5,1,5301,8,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1434","2018-09-13",0,16.5,1,4410,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1435","2018-09-13",0,17,3,4410,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1436","2018-09-13",0,17.5,1,4410,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1437","2018-09-13",0,18,17,4410,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1438","2018-09-13",0,18.5,3,4410,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1439","2018-09-13",0,19,6,4410,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1440","2018-09-13",0,19.5,6,4410,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1441","2018-09-13",0,20,8,4410,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1442","2018-09-13",0,20.5,10,4410,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1443","2018-09-13",0,21,3,4410,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1444","2018-09-13",0,21.5,2,4410,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1445","2018-09-20",0,17,2,4798,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1446","2018-09-20",0,17.5,2,4798,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1447","2018-09-20",0,18,5,4798,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1448","2018-09-20",0,18.5,4,4798,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1449","2018-09-20",0,19,10,4798,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1450","2018-09-20",0,19.5,12,4798,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1451","2018-09-20",0,20,11,4798,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1452","2018-09-20",0,20.5,6,4798,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1453","2018-09-20",0,21,6,4798,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1454","2018-09-20",0,22,2,4798,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1455","2018-09-24",0,17,1,4704,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1456","2018-09-24",0,17.5,3,4704,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1457","2018-09-24",0,18,1,4704,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1458","2018-09-24",0,18.5,5,4704,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1459","2018-09-24",0,19,4,4704,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1460","2018-09-24",0,19.5,19,4704,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1461","2018-09-24",0,20,8,4704,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1462","2018-09-24",0,20.5,14,4704,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1463","2018-09-24",0,21,1,4704,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1464","2018-09-24",0,21.5,2,4704,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1465","2018-09-24",0,22.5,1,4704,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1466","2018-09-24",0,23,1,4704,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1467","2018-09-10",0,18,3,4980,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1468","2018-09-10",0,19,11,4980,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1469","2018-09-10",0,19.5,8,4980,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1470","2018-09-10",0,20,19,4980,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1471","2018-09-10",0,20.5,4,4980,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1472","2018-09-10",0,21,12,4980,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1473","2018-09-10",0,21.5,1,4980,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1474","2018-09-10",0,22,2,4980,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1475","2018-09-07",0,17.5,3,4999,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1476","2018-09-07",0,18,3,4999,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1477","2018-09-07",0,18.5,2,4999,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1478","2018-09-07",0,19,11,4999,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1479","2018-09-07",0,19.5,10,4999,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1480","2018-09-07",0,20,13,4999,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1481","2018-09-07",0,20.5,5,4999,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1482","2018-09-07",0,21,6,4999,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1483","2018-09-07",0,21.5,4,4999,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1484","2018-09-07",0,22,3,4999,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1485","2018-09-03",0,17,1,5011,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1486","2018-09-03",0,18,4,5011,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1487","2018-09-03",0,18.5,4,5011,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1488","2018-09-03",0,19,8,5011,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1489","2018-09-03",0,19.5,8,5011,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1490","2018-09-03",0,20,12,5011,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1491","2018-09-03",0,20.5,15,5011,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1492","2018-09-03",0,21,6,5011,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1493","2018-09-03",0,22,2,5011,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1494","2018-09-12",0,17.5,1,5044,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1495","2018-09-12",0,18,2,5044,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1496","2018-09-12",0,18.5,5,5044,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1497","2018-09-12",0,19,7,5044,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1498","2018-09-12",0,19.5,15,5044,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1499","2018-09-12",0,20,5,5044,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1500","2018-09-12",0,20.5,12,5044,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1501","2018-09-12",0,21,4,5044,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1502","2018-09-12",0,21.5,6,5044,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1503","2018-09-12",0,22,1,5044,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1504","2018-09-12",0,22.5,1,5044,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1505","2018-09-12",0,23.5,1,5044,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1506","2018-09-11",0,19,11,5501,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1507","2018-09-11",0,19.5,12,5501,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1508","2018-09-11",0,20,14,5501,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1509","2018-09-11",0,20.5,10,5501,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1510","2018-09-11",0,21,4,5501,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1511","2018-09-11",0,21.5,2,5501,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1512","2018-09-11",0,22,3,5501,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1513","2018-09-11",0,22.5,2,5501,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1514","2018-09-11",0,23,1,5501,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1515","2018-09-11",0,24,1,5501,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1516","2018-09-08",0,16.5,1,4422,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1517","2018-09-08",0,17.5,3,4422,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1518","2018-09-08",0,18,3,4422,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1519","2018-09-08",0,18.5,14,4422,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1520","2018-09-08",0,19,7,4422,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1521","2018-09-08",0,19.5,23,4422,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1522","2018-09-08",0,20,2,4422,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1523","2018-09-08",0,20.5,5,4422,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1524","2018-09-08",0,21.5,2,4422,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1525","2018-09-02",0,17.5,3,4483,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1526","2018-09-02",0,18,15,4483,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1527","2018-09-02",0,18.5,12,4483,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1528","2018-09-02",0,19,9,4483,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1529","2018-09-02",0,19.5,13,4483,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1530","2018-09-02",0,20,1,4483,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1531","2018-09-02",0,20.5,1,4483,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1532","2018-09-02",0,21.5,3,4483,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1533","2018-09-02",0,22,2,4483,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1534","2018-09-02",0,22.5,1,4483,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1535","2018-09-17",0,16.5,1,4662,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1536","2018-09-17",0,17.5,2,4662,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1537","2018-09-17",0,18,1,4662,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1538","2018-09-17",0,18.5,14,4662,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1539","2018-09-17",0,19,5,4662,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1540","2018-09-17",0,19.5,15,4662,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1541","2018-09-17",0,20,4,4662,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1542","2018-09-17",0,20.5,13,4662,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1543","2018-09-17",0,21,4,4662,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1544","2018-09-17",0,21.5,1,4662,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1545","2018-09-25",0,18,2,4808,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1546","2018-09-25",0,18.5,3,4808,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1547","2018-09-25",0,19,7,4808,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1548","2018-09-25",0,19.5,16,4808,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1549","2018-09-25",0,20,15,4808,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1550","2018-09-25",0,20.5,8,4808,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1551","2018-09-25",0,21,6,4808,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1552","2018-09-25",0,21.5,1,4808,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1553","2018-09-25",0,22,2,4808,9,2018,"processor","2018-2019","PIL",27.7,"Processor 3"
"1554","2018-10-15",6222,15.5,1,7855,10,2018,"processor","2018-2019","PIL",27.7,"Processor 1"
"1555","2018-10-15",6222,16,6,7855,10,2018,"processor","2018-2019","PIL",27.7,"Processor 1"
"1556","2018-10-15",6222,16.5,10,7855,10,2018,"processor","2018-2019","PIL",27.7,"Processor 1"
"1557","2018-10-15",6222,17,14,7855,10,2018,"processor","2018-2019","PIL",27.7,"Processor 1"
"1558","2018-10-15",6222,17.5,17,7855,10,2018,"processor","2018-2019","PIL",27.7,"Processor 1"
"1559","2018-10-15",6222,18,21,7855,10,2018,"processor","2018-2019","PIL",27.7,"Processor 1"
"1560","2018-10-15",6222,18.5,15,7855,10,2018,"processor","2018-2019","PIL",27.7,"Processor 1"
"1561","2018-10-15",6222,19,11,7855,10,2018,"processor","2018-2019","PIL",27.7,"Processor 1"
"1562","2018-10-15",6222,19.5,3,7855,10,2018,"processor","2018-2019","PIL",27.7,"Processor 1"
"1563","2018-10-15",6222,20,1,7855,10,2018,"processor","2018-2019","PIL",27.7,"Processor 1"
"1564","2018-10-15",6222,21,1,7855,10,2018,"processor","2018-2019","PIL",27.7,"Processor 1"
"1565","2018-10-26",2896,15.5,3,7824,10,2018,"processor","2018-2019","PIL",27.7,"Processor 1"
"1566","2018-10-26",2896,16,5,7824,10,2018,"processor","2018-2019","PIL",27.7,"Processor 1"
"1567","2018-10-26",2896,16.5,2,7824,10,2018,"processor","2018-2019","PIL",27.7,"Processor 1"
"1568","2018-10-26",2896,17,14,7824,10,2018,"processor","2018-2019","PIL",27.7,"Processor 1"
"1569","2018-10-26",2896,17.5,17,7824,10,2018,"processor","2018-2019","PIL",27.7,"Processor 1"
"1570","2018-10-26",2896,18,28,7824,10,2018,"processor","2018-2019","PIL",27.7,"Processor 1"
"1571","2018-10-26",2896,18.5,17,7824,10,2018,"processor","2018-2019","PIL",27.7,"Processor 1"
"1572","2018-10-26",2896,19,9,7824,10,2018,"processor","2018-2019","PIL",27.7,"Processor 1"
"1573","2018-10-26",2896,19.5,3,7824,10,2018,"processor","2018-2019","PIL",27.7,"Processor 1"
