"","lengthvessel_m","gear_type","date","totalcatch_kg","length_cm","lat","lon","icesrect","month","year","fishingseason","source","species","weight_g","samplewt_g","n","Source_nameAn"
"164",12,"ringnet","2021-11-29",15100,18.5,50.0997222222222,-5.71111111111111,"rect 29E4",11,2021,"2021-2022","fishers","PIL",NA,NA,8,"Fisher 6"
"165",12,"ringnet","2021-11-29",15100,19,50.0997222222222,-5.71111111111111,"rect 29E4",11,2021,"2021-2022","fishers","PIL",NA,NA,12,"Fisher 6"
"166",12,"ringnet","2021-11-29",15100,19.5,50.0997222222222,-5.71111111111111,"rect 29E4",11,2021,"2021-2022","fishers","PIL",NA,NA,20,"Fisher 6"
"167",12,"ringnet","2021-11-29",15100,20,50.0997222222222,-5.71111111111111,"rect 29E4",11,2021,"2021-2022","fishers","PIL",NA,NA,20,"Fisher 6"
"168",12,"ringnet","2021-11-29",15100,20.5,50.0997222222222,-5.71111111111111,"rect 29E4",11,2021,"2021-2022","fishers","PIL",NA,NA,8,"Fisher 6"
"169",12,"ringnet","2021-11-29",15100,21,50.0997222222222,-5.71111111111111,"rect 29E4",11,2021,"2021-2022","fishers","PIL",NA,NA,9,"Fisher 6"
"170",12,"ringnet","2021-11-29",15100,21.5,50.0997222222222,-5.71111111111111,"rect 29E4",11,2021,"2021-2022","fishers","PIL",NA,NA,3,"Fisher 6"
"171",12,"ringnet","2021-11-29",15100,22,50.0997222222222,-5.71111111111111,"rect 29E4",11,2021,"2021-2022","fishers","PIL",NA,NA,2,"Fisher 6"
"172",NA,NA,"2021-08-01",6000,13,NA,NA,NA,8,2021,NA,"processor","PIL",48,3420,2,"Processor 2"
"173",NA,NA,"2021-08-01",6000,14.5,NA,NA,NA,8,2021,NA,"processor","PIL",41,3420,1,"Processor 2"
"174",NA,NA,"2021-08-01",6000,14.5,NA,NA,NA,8,2021,NA,"processor","PIL",43,3420,1,"Processor 2"
"175",NA,NA,"2021-08-01",6000,15,NA,NA,NA,8,2021,NA,"processor","PIL",53,3420,1,"Processor 2"
"176",NA,NA,"2021-08-01",6000,15.5,NA,NA,NA,8,2021,NA,"processor","PIL",54,3420,1,"Processor 2"
"177",NA,NA,"2021-08-01",6000,16,NA,NA,NA,8,2021,NA,"processor","PIL",57,3420,1,"Processor 2"
"178",NA,NA,"2021-08-01",6000,16,NA,NA,NA,8,2021,NA,"processor","PIL",63,3420,1,"Processor 2"
"179",NA,NA,"2021-08-01",6000,16,NA,NA,NA,8,2021,NA,"processor","PIL",73,3420,1,"Processor 2"
"180",NA,NA,"2021-08-01",6000,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",53,3420,1,"Processor 2"
"181",NA,NA,"2021-08-01",6000,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",56,3420,1,"Processor 2"
"182",NA,NA,"2021-08-01",6000,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",61,3420,2,"Processor 2"
"183",NA,NA,"2021-08-01",6000,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",63,3420,1,"Processor 2"
"184",NA,NA,"2021-08-01",6000,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",64,3420,2,"Processor 2"
"185",NA,NA,"2021-08-01",6000,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",68,3420,3,"Processor 2"
"186",NA,NA,"2021-08-01",6000,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",72,3420,1,"Processor 2"
"187",NA,NA,"2021-08-01",6000,17,NA,NA,NA,8,2021,NA,"processor","PIL",63,3420,1,"Processor 2"
"188",NA,NA,"2021-08-01",6000,17,NA,NA,NA,8,2021,NA,"processor","PIL",66,3420,1,"Processor 2"
"189",NA,NA,"2021-08-01",6000,17,NA,NA,NA,8,2021,NA,"processor","PIL",69,3420,1,"Processor 2"
"190",NA,NA,"2021-08-01",6000,17,NA,NA,NA,8,2021,NA,"processor","PIL",70,3420,2,"Processor 2"
"191",NA,NA,"2021-08-01",6000,17,NA,NA,NA,8,2021,NA,"processor","PIL",71,3420,2,"Processor 2"
"192",NA,NA,"2021-08-01",6000,17,NA,NA,NA,8,2021,NA,"processor","PIL",72,3420,2,"Processor 2"
"193",NA,NA,"2021-08-01",6000,17,NA,NA,NA,8,2021,NA,"processor","PIL",73,3420,2,"Processor 2"
"194",NA,NA,"2021-08-01",6000,17,NA,NA,NA,8,2021,NA,"processor","PIL",75,3420,2,"Processor 2"
"195",NA,NA,"2021-08-01",6000,17,NA,NA,NA,8,2021,NA,"processor","PIL",79,3420,1,"Processor 2"
"196",NA,NA,"2021-08-01",6000,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",71,3420,1,"Processor 2"
"197",NA,NA,"2021-08-01",6000,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",72,3420,2,"Processor 2"
"198",NA,NA,"2021-08-01",6000,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",73,3420,3,"Processor 2"
"199",NA,NA,"2021-08-01",6000,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",78,3420,1,"Processor 2"
"200",NA,NA,"2021-08-01",6000,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",80,3420,1,"Processor 2"
"201",NA,NA,"2021-08-01",6000,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",84,3420,2,"Processor 2"
"202",NA,NA,"2021-08-01",6000,18,NA,NA,NA,8,2021,NA,"processor","PIL",73,3420,1,"Processor 2"
"203",NA,NA,"2021-08-01",6000,18,NA,NA,NA,8,2021,NA,"processor","PIL",78,3420,1,"Processor 2"
"204",NA,NA,"2021-08-01",6000,18,NA,NA,NA,8,2021,NA,"processor","PIL",81,3420,1,"Processor 2"
"205",NA,NA,"2021-08-01",6000,18,NA,NA,NA,8,2021,NA,"processor","PIL",87,3420,1,"Processor 2"
"206",NA,NA,"2021-08-01",6000,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",80,3420,1,"Processor 2"
"207",NA,NA,"2021-08-01",6000,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",84,3420,1,"Processor 2"
"208",NA,NA,"2021-08-09",8400,13.5,NA,NA,NA,8,2021,NA,"processor","PIL",28,4764,1,"Processor 2"
"209",NA,NA,"2021-08-09",8400,13.5,NA,NA,NA,8,2021,NA,"processor","PIL",29,4764,1,"Processor 2"
"210",NA,NA,"2021-08-09",8400,13.5,NA,NA,NA,8,2021,NA,"processor","PIL",30,4764,1,"Processor 2"
"211",NA,NA,"2021-08-09",8400,13.5,NA,NA,NA,8,2021,NA,"processor","PIL",32,4764,1,"Processor 2"
"212",NA,NA,"2021-08-09",8400,14,NA,NA,NA,8,2021,NA,"processor","PIL",30,4764,2,"Processor 2"
"213",NA,NA,"2021-08-09",8400,14,NA,NA,NA,8,2021,NA,"processor","PIL",32,4764,3,"Processor 2"
"214",NA,NA,"2021-08-09",8400,14,NA,NA,NA,8,2021,NA,"processor","PIL",34,4764,2,"Processor 2"
"215",NA,NA,"2021-08-09",8400,14,NA,NA,NA,8,2021,NA,"processor","PIL",36,4764,1,"Processor 2"
"216",NA,NA,"2021-08-09",8400,14,NA,NA,NA,8,2021,NA,"processor","PIL",37,4764,1,"Processor 2"
"217",NA,NA,"2021-08-09",8400,14.5,NA,NA,NA,8,2021,NA,"processor","PIL",25,4764,1,"Processor 2"
"218",NA,NA,"2021-08-09",8400,14.5,NA,NA,NA,8,2021,NA,"processor","PIL",31,4764,3,"Processor 2"
"219",NA,NA,"2021-08-09",8400,14.5,NA,NA,NA,8,2021,NA,"processor","PIL",32,4764,1,"Processor 2"
"220",NA,NA,"2021-08-09",8400,14.5,NA,NA,NA,8,2021,NA,"processor","PIL",33,4764,2,"Processor 2"
"221",NA,NA,"2021-08-09",8400,14.5,NA,NA,NA,8,2021,NA,"processor","PIL",35,4764,1,"Processor 2"
"222",NA,NA,"2021-08-09",8400,14.5,NA,NA,NA,8,2021,NA,"processor","PIL",36,4764,1,"Processor 2"
"223",NA,NA,"2021-08-09",8400,14.5,NA,NA,NA,8,2021,NA,"processor","PIL",37,4764,5,"Processor 2"
"224",NA,NA,"2021-08-09",8400,15,NA,NA,NA,8,2021,NA,"processor","PIL",23,4764,1,"Processor 2"
"225",NA,NA,"2021-08-09",8400,15,NA,NA,NA,8,2021,NA,"processor","PIL",30,4764,1,"Processor 2"
"226",NA,NA,"2021-08-09",8400,15,NA,NA,NA,8,2021,NA,"processor","PIL",33,4764,1,"Processor 2"
"227",NA,NA,"2021-08-09",8400,15,NA,NA,NA,8,2021,NA,"processor","PIL",34,4764,2,"Processor 2"
"228",NA,NA,"2021-08-09",8400,15,NA,NA,NA,8,2021,NA,"processor","PIL",35,4764,3,"Processor 2"
"229",NA,NA,"2021-08-09",8400,15,NA,NA,NA,8,2021,NA,"processor","PIL",38,4764,1,"Processor 2"
"230",NA,NA,"2021-08-09",8400,15,NA,NA,NA,8,2021,NA,"processor","PIL",40,4764,2,"Processor 2"
"231",NA,NA,"2021-08-09",8400,15,NA,NA,NA,8,2021,NA,"processor","PIL",41,4764,1,"Processor 2"
"232",NA,NA,"2021-08-09",8400,15.5,NA,NA,NA,8,2021,NA,"processor","PIL",33,4764,1,"Processor 2"
"233",NA,NA,"2021-08-09",8400,15.5,NA,NA,NA,8,2021,NA,"processor","PIL",37,4764,1,"Processor 2"
"234",NA,NA,"2021-08-09",8400,15.5,NA,NA,NA,8,2021,NA,"processor","PIL",38,4764,3,"Processor 2"
"235",NA,NA,"2021-08-09",8400,16,NA,NA,NA,8,2021,NA,"processor","PIL",39,4764,1,"Processor 2"
"236",NA,NA,"2021-08-09",8400,16,NA,NA,NA,8,2021,NA,"processor","PIL",40,4764,1,"Processor 2"
"237",NA,NA,"2021-08-09",8400,16,NA,NA,NA,8,2021,NA,"processor","PIL",41,4764,1,"Processor 2"
"238",NA,NA,"2021-08-09",8400,16,NA,NA,NA,8,2021,NA,"processor","PIL",45,4764,1,"Processor 2"
"239",NA,NA,"2021-08-09",8400,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",65,4764,1,"Processor 2"
"240",NA,NA,"2021-08-09",8400,18,NA,NA,NA,8,2021,NA,"processor","PIL",62,4764,1,"Processor 2"
"241",NA,NA,"2021-08-09",13200,16,NA,NA,NA,8,2021,NA,"processor","PIL",32,4764,1,"Processor 2"
"242",NA,NA,"2021-08-09",13200,16,NA,NA,NA,8,2021,NA,"processor","PIL",36,4764,1,"Processor 2"
"243",NA,NA,"2021-08-09",13200,16,NA,NA,NA,8,2021,NA,"processor","PIL",37,4764,1,"Processor 2"
"244",NA,NA,"2021-08-09",13200,16,NA,NA,NA,8,2021,NA,"processor","PIL",39,4764,1,"Processor 2"
"245",NA,NA,"2021-08-09",13200,17,NA,NA,NA,8,2021,NA,"processor","PIL",38,4764,1,"Processor 2"
"246",NA,NA,"2021-08-09",13200,17,NA,NA,NA,8,2021,NA,"processor","PIL",40,4764,1,"Processor 2"
"247",NA,NA,"2021-08-09",13200,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",43,4764,1,"Processor 2"
"248",NA,NA,"2021-08-09",13200,18,NA,NA,NA,8,2021,NA,"processor","PIL",45,4764,1,"Processor 2"
"249",NA,NA,"2021-08-09",13200,18,NA,NA,NA,8,2021,NA,"processor","PIL",48,4764,1,"Processor 2"
"250",NA,NA,"2021-08-09",13200,18,NA,NA,NA,8,2021,NA,"processor","PIL",49,4764,1,"Processor 2"
"251",NA,NA,"2021-08-09",13200,18,NA,NA,NA,8,2021,NA,"processor","PIL",51,4764,1,"Processor 2"
"252",NA,NA,"2021-08-09",13200,18,NA,NA,NA,8,2021,NA,"processor","PIL",54,4764,3,"Processor 2"
"253",NA,NA,"2021-08-09",13200,18,NA,NA,NA,8,2021,NA,"processor","PIL",55,4764,2,"Processor 2"
"254",NA,NA,"2021-08-09",13200,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",51,4764,1,"Processor 2"
"255",NA,NA,"2021-08-09",13200,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",55,4764,3,"Processor 2"
"256",NA,NA,"2021-08-09",13200,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",56,4764,1,"Processor 2"
"257",NA,NA,"2021-08-09",13200,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",59,4764,1,"Processor 2"
"258",NA,NA,"2021-08-09",13200,19,NA,NA,NA,8,2021,NA,"processor","PIL",54,4764,2,"Processor 2"
"259",NA,NA,"2021-08-09",13200,19,NA,NA,NA,8,2021,NA,"processor","PIL",55,4764,1,"Processor 2"
"260",NA,NA,"2021-08-09",13200,19,NA,NA,NA,8,2021,NA,"processor","PIL",57,4764,3,"Processor 2"
"261",NA,NA,"2021-08-09",13200,19,NA,NA,NA,8,2021,NA,"processor","PIL",58,4764,2,"Processor 2"
"262",NA,NA,"2021-08-09",13200,19,NA,NA,NA,8,2021,NA,"processor","PIL",59,4764,1,"Processor 2"
"263",NA,NA,"2021-08-09",13200,19,NA,NA,NA,8,2021,NA,"processor","PIL",62,4764,1,"Processor 2"
"264",NA,NA,"2021-08-09",13200,19,NA,NA,NA,8,2021,NA,"processor","PIL",64,4764,1,"Processor 2"
"265",NA,NA,"2021-08-09",13200,19,NA,NA,NA,8,2021,NA,"processor","PIL",66,4764,1,"Processor 2"
"266",NA,NA,"2021-08-09",13200,19.5,NA,NA,NA,8,2021,NA,"processor","PIL",60,4764,1,"Processor 2"
"267",NA,NA,"2021-08-09",13200,19.5,NA,NA,NA,8,2021,NA,"processor","PIL",71,4764,1,"Processor 2"
"268",NA,NA,"2021-08-09",13200,20,NA,NA,NA,8,2021,NA,"processor","PIL",67,4764,2,"Processor 2"
"269",NA,NA,"2021-08-09",13200,20,NA,NA,NA,8,2021,NA,"processor","PIL",70,4764,1,"Processor 2"
"270",NA,NA,"2021-08-09",13200,20,NA,NA,NA,8,2021,NA,"processor","PIL",71,4764,1,"Processor 2"
"271",NA,NA,"2021-08-09",13200,20,NA,NA,NA,8,2021,NA,"processor","PIL",72,4764,2,"Processor 2"
"272",NA,NA,"2021-08-09",13200,20.5,NA,NA,NA,8,2021,NA,"processor","PIL",70,4764,1,"Processor 2"
"273",NA,NA,"2021-08-09",13200,20.5,NA,NA,NA,8,2021,NA,"processor","PIL",80,4764,1,"Processor 2"
"274",NA,NA,"2021-08-09",13200,21,NA,NA,NA,8,2021,NA,"processor","PIL",72,4764,1,"Processor 2"
"275",NA,NA,"2021-08-09",13200,21,NA,NA,NA,8,2021,NA,"processor","PIL",77,4764,1,"Processor 2"
"276",NA,NA,"2021-08-09",13200,21,NA,NA,NA,8,2021,NA,"processor","PIL",86,4764,1,"Processor 2"
"277",NA,NA,"2021-08-09",13200,21,NA,NA,NA,8,2021,NA,"processor","PIL",87,4764,1,"Processor 2"
"278",NA,NA,"2021-08-09",13200,22,NA,NA,NA,8,2021,NA,"processor","PIL",94,4764,1,"Processor 2"
"279",NA,NA,"2021-08-09",13200,22,NA,NA,NA,8,2021,NA,"processor","PIL",104,4764,1,"Processor 2"
"280",NA,NA,"2021-08-11",7200,13.5,NA,NA,NA,8,2021,NA,"processor","PIL",32,2346,1,"Processor 2"
"281",NA,NA,"2021-08-11",7200,14,NA,NA,NA,8,2021,NA,"processor","PIL",30,2346,1,"Processor 2"
"282",NA,NA,"2021-08-11",7200,14,NA,NA,NA,8,2021,NA,"processor","PIL",34,2346,2,"Processor 2"
"283",NA,NA,"2021-08-11",7200,14,NA,NA,NA,8,2021,NA,"processor","PIL",36,2346,1,"Processor 2"
"284",NA,NA,"2021-08-11",7200,14,NA,NA,NA,8,2021,NA,"processor","PIL",37,2346,2,"Processor 2"
"285",NA,NA,"2021-08-11",7200,14,NA,NA,NA,8,2021,NA,"processor","PIL",38,2346,1,"Processor 2"
"286",NA,NA,"2021-08-11",7200,14.5,NA,NA,NA,8,2021,NA,"processor","PIL",33,2346,1,"Processor 2"
"287",NA,NA,"2021-08-11",7200,14.5,NA,NA,NA,8,2021,NA,"processor","PIL",34,2346,2,"Processor 2"
"288",NA,NA,"2021-08-11",7200,14.5,NA,NA,NA,8,2021,NA,"processor","PIL",35,2346,3,"Processor 2"
"289",NA,NA,"2021-08-11",7200,14.5,NA,NA,NA,8,2021,NA,"processor","PIL",37,2346,2,"Processor 2"
"290",NA,NA,"2021-08-11",7200,14.5,NA,NA,NA,8,2021,NA,"processor","PIL",38,2346,3,"Processor 2"
"291",NA,NA,"2021-08-11",7200,14.5,NA,NA,NA,8,2021,NA,"processor","PIL",41,2346,1,"Processor 2"
"292",NA,NA,"2021-08-11",7200,15,NA,NA,NA,8,2021,NA,"processor","PIL",34,2346,1,"Processor 2"
"293",NA,NA,"2021-08-11",7200,15,NA,NA,NA,8,2021,NA,"processor","PIL",36,2346,1,"Processor 2"
"294",NA,NA,"2021-08-11",7200,15,NA,NA,NA,8,2021,NA,"processor","PIL",38,2346,1,"Processor 2"
"295",NA,NA,"2021-08-11",7200,15,NA,NA,NA,8,2021,NA,"processor","PIL",40,2346,2,"Processor 2"
"296",NA,NA,"2021-08-11",7200,15,NA,NA,NA,8,2021,NA,"processor","PIL",41,2346,1,"Processor 2"
"297",NA,NA,"2021-08-11",7200,15,NA,NA,NA,8,2021,NA,"processor","PIL",58,2346,1,"Processor 2"
"298",NA,NA,"2021-08-11",7200,15.5,NA,NA,NA,8,2021,NA,"processor","PIL",43,2346,1,"Processor 2"
"299",NA,NA,"2021-08-11",7200,16,NA,NA,NA,8,2021,NA,"processor","PIL",45,2346,1,"Processor 2"
"300",NA,NA,"2021-08-11",7200,16,NA,NA,NA,8,2021,NA,"processor","PIL",54,2346,1,"Processor 2"
"301",NA,NA,"2021-08-11",7200,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",48,2346,1,"Processor 2"
"302",NA,NA,"2021-08-11",7200,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",50,2346,1,"Processor 2"
"303",NA,NA,"2021-08-11",7200,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",52,2346,1,"Processor 2"
"304",NA,NA,"2021-08-11",7200,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",54,2346,1,"Processor 2"
"305",NA,NA,"2021-08-11",7200,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",56,2346,1,"Processor 2"
"306",NA,NA,"2021-08-11",7200,17,NA,NA,NA,8,2021,NA,"processor","PIL",39,2346,1,"Processor 2"
"307",NA,NA,"2021-08-11",7200,17,NA,NA,NA,8,2021,NA,"processor","PIL",55,2346,1,"Processor 2"
"308",NA,NA,"2021-08-11",7200,17,NA,NA,NA,8,2021,NA,"processor","PIL",58,2346,1,"Processor 2"
"309",NA,NA,"2021-08-11",7200,17,NA,NA,NA,8,2021,NA,"processor","PIL",61,2346,1,"Processor 2"
"310",NA,NA,"2021-08-11",7200,17,NA,NA,NA,8,2021,NA,"processor","PIL",62,2346,1,"Processor 2"
"311",NA,NA,"2021-08-11",7200,17,NA,NA,NA,8,2021,NA,"processor","PIL",63,2346,1,"Processor 2"
"312",NA,NA,"2021-08-11",7200,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",58,2346,1,"Processor 2"
"313",NA,NA,"2021-08-11",7200,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",66,2346,1,"Processor 2"
"314",NA,NA,"2021-08-11",7200,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",78,2346,1,"Processor 2"
"315",NA,NA,"2021-08-11",7200,18,NA,NA,NA,8,2021,NA,"processor","PIL",65,2346,1,"Processor 2"
"316",NA,NA,"2021-08-11",7200,18,NA,NA,NA,8,2021,NA,"processor","PIL",66,2346,1,"Processor 2"
"317",NA,NA,"2021-08-11",7200,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",66,2346,1,"Processor 2"
"318",NA,NA,"2021-08-11",7200,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",71,2346,1,"Processor 2"
"319",NA,NA,"2021-08-11",7200,19,NA,NA,NA,8,2021,NA,"processor","PIL",60,2346,1,"Processor 2"
"320",NA,NA,"2021-08-11",7200,19.5,NA,NA,NA,8,2021,NA,"processor","PIL",76,2346,1,"Processor 2"
"321",NA,NA,"2021-08-12",9600,15,NA,NA,NA,8,2021,NA,"processor","PIL",35,2548,1,"Processor 2"
"322",NA,NA,"2021-08-12",9600,15.5,NA,NA,NA,8,2021,NA,"processor","PIL",32,2548,1,"Processor 2"
"323",NA,NA,"2021-08-12",9600,16,NA,NA,NA,8,2021,NA,"processor","PIL",24,2548,1,"Processor 2"
"324",NA,NA,"2021-08-12",9600,16,NA,NA,NA,8,2021,NA,"processor","PIL",30,2548,1,"Processor 2"
"325",NA,NA,"2021-08-12",9600,16,NA,NA,NA,8,2021,NA,"processor","PIL",32,2548,1,"Processor 2"
"326",NA,NA,"2021-08-12",9600,16,NA,NA,NA,8,2021,NA,"processor","PIL",34,2548,1,"Processor 2"
"327",NA,NA,"2021-08-12",9600,16,NA,NA,NA,8,2021,NA,"processor","PIL",35,2548,1,"Processor 2"
"328",NA,NA,"2021-08-12",9600,16,NA,NA,NA,8,2021,NA,"processor","PIL",36,2548,2,"Processor 2"
"329",NA,NA,"2021-08-12",9600,16,NA,NA,NA,8,2021,NA,"processor","PIL",37,2548,1,"Processor 2"
"330",NA,NA,"2021-08-12",9600,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",35,2548,1,"Processor 2"
"331",NA,NA,"2021-08-12",9600,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",36,2548,1,"Processor 2"
"332",NA,NA,"2021-08-12",9600,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",39,2548,1,"Processor 2"
"333",NA,NA,"2021-08-12",9600,17,NA,NA,NA,8,2021,NA,"processor","PIL",38,2548,2,"Processor 2"
"334",NA,NA,"2021-08-12",9600,17,NA,NA,NA,8,2021,NA,"processor","PIL",39,2548,2,"Processor 2"
"335",NA,NA,"2021-08-12",9600,17,NA,NA,NA,8,2021,NA,"processor","PIL",43,2548,1,"Processor 2"
"336",NA,NA,"2021-08-12",9600,17,NA,NA,NA,8,2021,NA,"processor","PIL",45,2548,1,"Processor 2"
"337",NA,NA,"2021-08-12",9600,17,NA,NA,NA,8,2021,NA,"processor","PIL",47,2548,1,"Processor 2"
"338",NA,NA,"2021-08-12",9600,17,NA,NA,NA,8,2021,NA,"processor","PIL",60,2548,1,"Processor 2"
"339",NA,NA,"2021-08-12",9600,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",47,2548,1,"Processor 2"
"340",NA,NA,"2021-08-12",9600,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",48,2548,1,"Processor 2"
"341",NA,NA,"2021-08-12",9600,18,NA,NA,NA,8,2021,NA,"processor","PIL",52,2548,1,"Processor 2"
"342",NA,NA,"2021-08-12",9600,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",38,2548,1,"Processor 2"
"343",NA,NA,"2021-08-12",9600,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",50,2548,1,"Processor 2"
"344",NA,NA,"2021-08-12",9600,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",55,2548,1,"Processor 2"
"345",NA,NA,"2021-08-12",9600,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",56,2548,1,"Processor 2"
"346",NA,NA,"2021-08-12",9600,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",58,2548,1,"Processor 2"
"347",NA,NA,"2021-08-12",9600,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",59,2548,1,"Processor 2"
"348",NA,NA,"2021-08-12",9600,19,NA,NA,NA,8,2021,NA,"processor","PIL",56,2548,1,"Processor 2"
"349",NA,NA,"2021-08-12",9600,19,NA,NA,NA,8,2021,NA,"processor","PIL",59,2548,2,"Processor 2"
"350",NA,NA,"2021-08-12",9600,19,NA,NA,NA,8,2021,NA,"processor","PIL",61,2548,4,"Processor 2"
"351",NA,NA,"2021-08-12",9600,19,NA,NA,NA,8,2021,NA,"processor","PIL",62,2548,2,"Processor 2"
"352",NA,NA,"2021-08-12",9600,19,NA,NA,NA,8,2021,NA,"processor","PIL",63,2548,1,"Processor 2"
"353",NA,NA,"2021-08-12",9600,19,NA,NA,NA,8,2021,NA,"processor","PIL",65,2548,1,"Processor 2"
"354",NA,NA,"2021-08-12",9600,19,NA,NA,NA,8,2021,NA,"processor","PIL",67,2548,1,"Processor 2"
"355",NA,NA,"2021-08-12",9600,19,NA,NA,NA,8,2021,NA,"processor","PIL",70,2548,1,"Processor 2"
"356",NA,NA,"2021-08-12",9600,19.5,NA,NA,NA,8,2021,NA,"processor","PIL",67,2548,1,"Processor 2"
"357",NA,NA,"2021-08-12",9600,19.5,NA,NA,NA,8,2021,NA,"processor","PIL",80,2548,1,"Processor 2"
"358",NA,NA,"2021-08-12",9600,20,NA,NA,NA,8,2021,NA,"processor","PIL",57,2548,1,"Processor 2"
"359",NA,NA,"2021-08-12",9600,20,NA,NA,NA,8,2021,NA,"processor","PIL",63,2548,1,"Processor 2"
"360",NA,NA,"2021-08-12",9600,20,NA,NA,NA,8,2021,NA,"processor","PIL",72,2548,1,"Processor 2"
"361",NA,NA,"2021-08-12",9600,20,NA,NA,NA,8,2021,NA,"processor","PIL",79,2548,1,"Processor 2"
"362",NA,NA,"2021-08-12",9600,20.5,NA,NA,NA,8,2021,NA,"processor","PIL",70,2548,1,"Processor 2"
"363",NA,NA,"2021-08-15",9600,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",51,3682,1,"Processor 2"
"364",NA,NA,"2021-08-15",9600,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",52,3682,1,"Processor 2"
"365",NA,NA,"2021-08-15",9600,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",55,3682,1,"Processor 2"
"366",NA,NA,"2021-08-15",9600,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",58,3682,1,"Processor 2"
"367",NA,NA,"2021-08-15",9600,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",60,3682,1,"Processor 2"
"368",NA,NA,"2021-08-15",9600,17,NA,NA,NA,8,2021,NA,"processor","PIL",51,3682,1,"Processor 2"
"369",NA,NA,"2021-08-15",9600,17,NA,NA,NA,8,2021,NA,"processor","PIL",55,3682,1,"Processor 2"
"370",NA,NA,"2021-08-15",9600,17,NA,NA,NA,8,2021,NA,"processor","PIL",56,3682,1,"Processor 2"
"371",NA,NA,"2021-08-15",9600,17,NA,NA,NA,8,2021,NA,"processor","PIL",57,3682,2,"Processor 2"
"372",NA,NA,"2021-08-15",9600,17,NA,NA,NA,8,2021,NA,"processor","PIL",59,3682,1,"Processor 2"
"373",NA,NA,"2021-08-15",9600,17,NA,NA,NA,8,2021,NA,"processor","PIL",60,3682,1,"Processor 2"
"374",NA,NA,"2021-08-15",9600,17,NA,NA,NA,8,2021,NA,"processor","PIL",61,3682,2,"Processor 2"
"375",NA,NA,"2021-08-15",9600,17,NA,NA,NA,8,2021,NA,"processor","PIL",63,3682,1,"Processor 2"
"376",NA,NA,"2021-08-15",9600,17,NA,NA,NA,8,2021,NA,"processor","PIL",65,3682,2,"Processor 2"
"377",NA,NA,"2021-08-15",9600,17,NA,NA,NA,8,2021,NA,"processor","PIL",66,3682,1,"Processor 2"
"378",NA,NA,"2021-08-15",9600,17,NA,NA,NA,8,2021,NA,"processor","PIL",70,3682,1,"Processor 2"
"379",NA,NA,"2021-08-15",9600,17,NA,NA,NA,8,2021,NA,"processor","PIL",74,3682,1,"Processor 2"
"380",NA,NA,"2021-08-15",9600,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",69,3682,1,"Processor 2"
"381",NA,NA,"2021-08-15",9600,18,NA,NA,NA,8,2021,NA,"processor","PIL",67,3682,1,"Processor 2"
